"id","mission_name","mission_cost","launch_time_date","rocket_company_id","mission_status_id","launch_location_id"
315,"Scout X-2M | DSAP-1 F1 (Program 35)",,"1962-05-24 00:00:00",33,4,122
316,"Commercial Titan III | Intelsat 603",136.6,"1990-03-14 11:52:00",7,4,127
317,"Thor-DM21 Ablestar | ANNA 1A",,"1962-05-10 12:06:00",33,4,77
318,"Atlas-LV3C Centaur-A | AC-1 (Test Vehicle)",,"1962-05-08 19:49:00",49,4,93
319,"Soyuz U | Progress MS-04",,"2016-12-01 14:52:00",31,4,97
320,"Scout X-2 | Solrad 4B",,"1962-04-26 10:49:00",38,4,129
321,"Proton K/Block D | Zond (L1E)",,"1969-11-28 09:00:00",28,4,35
322,"Ariane 44L | Superbird-B, BS-2X",,"1990-02-22 23:17:00",13,4,107
323,"Long March 5 | Shijian-18",,"2017-07-02 11:23:00",56,4,108
324,"Long March 1 | Test flight",,"1969-11-16 00:00:00",56,4,131
325,"Saturn IB | Apollo 1",,"1967-01-27 23:31:00",38,4,75
326,"Atlas-E/F Star-37S-ISS | NOAA-B",,"1980-05-29 10:53:00",49,4,70
327,"Ariane 1 | CAT-2 & Others",,"1980-05-23 14:29:00",24,4,117
328,"Cosmos-3M (11K65M) | Ta??foun n†­32",,"1983-01-25 12:00:00",28,4,14
329,"Soyuz U | Yantar-2K n†­01",,"1974-05-23 12:16:00",28,4,15
330,"Thor-DM21 Ablestar | LOFTI-2A & Others",,"1962-01-24 09:30:00",33,4,77
331,"Thor DM-21 Agena-B | Discoverer 37",,"1962-01-13 21:41:00",33,4,16
332,"Cosmos-2I (63S1) | DS-1 2",,"1961-12-21 12:30:00",28,4,98
333,"Volna | Cosmos 1",,"2005-06-21 19:46:00",54,4,104
334,"Vostok | Zenit-2 n†­1",,"1961-12-11 09:39:00",28,4,97
335,"Lambda-IV S | Osumi",,"1966-12-20 00:00:00",45,4,64
336,"Atlas-LV3 Agena-B | Samos 4",,"1961-11-22 20:45:00",49,4,70
337,"Atlas-LV3 Agena-B | Ranger 2",,"1961-11-18 08:12:00",49,4,51
338,"Molniya-M /Block ML | Molniya-3K n†­175",,"2005-06-21 00:48:00",55,4,24
339,"Cosmos-3M (11K65M) | Tsikada n†­3",,"1977-11-29 07:05:00",28,4,132
340,"Zenit-3 SLB | AMOS 3",,"2008-04-28 05:00:00",20,1,95
341,"Long March 2D | SuperView-1 1, 2 & Bayi Kepu 1",29.75,"2016-12-28 03:23:00",56,1,111
342,"Mu-III S2 | EXPRESS",,"1995-01-15 13:45:00",36,1,11
343,"Cosmos-3M (11K65M) | Cosmos 1380",,"1982-06-18 11:58:00",28,1,14
344,"SARGE | Launch 2",,"2019-03-02 17:45:00",4,1,57
345,"Molniya-M /Block ML | Cosmos 837",,"1976-07-01 08:05:00",28,1,110
346,"Tsyklon-3 | Meteor-3 n†­1a",,"1984-11-27 14:22:00",28,1,89
347,"Vostok-2 | Cosmos 143",,"1967-02-27 08:45:00",28,1,97
348,"Atlas-LV3C Centaur-D | Surveyor Model-3",,"1966-04-08 01:00:00",49,1,18
349,"Delta II 7925 | Koreasat 1",,"1995-09-05 11:10:00",32,1,77
350,"Molniya-M /Block NVL | Cosmos 359",,"1970-08-22 05:06:00",28,1,119
351,"Atlas-LV3 Agena-B | Midas 4",,"1961-10-21 13:53:00",49,1,10
352,"Cosmos-3M (11K65M) | Cosmos 358",,"1970-08-20 14:30:00",28,1,132
353,"Delta IV Heavy | DemoSat and 3CS-1 & 2",350,"2004-12-21 21:50:00",32,1,20
354,"Soyuz M | Cosmos 470",,"1971-12-27 14:04:00",28,1,113
355,"Molniya-M /Block NVL | Cosmos 482",,"1972-03-31 04:02:00",28,1,119
356,"PSLV-G | IRS-1D",25,"1997-09-29 10:20:00",12,1,85
357,"Molniya-M /Block ML | Cosmos 1305",,"1981-09-11 08:43:00",28,1,15
358,"Molniya-M /Block ML | Cosmos 1175",,"1980-04-18 17:31:00",28,1,113
359,"Proton K/Block DM-3 | PAS-22",,"1997-12-24 23:19:00",5,1,35
360,"Diamant A | Diad?ªme 1",,"1967-02-08 08:39:00",26,1,67
361,"Molniya-M /Block L | Cosmos 111",,"1966-03-01 11:03:00",28,1,119
362,"Atlas-LV3C Centaur-C | Surveyor-Model 1",,"1964-12-11 14:25:00",49,1,93
363,"Cosmos-3M (11K65M) | Cosmos 1816",,"1987-01-29 06:14:00",28,1,14
364,"Long March 3 | DFH-2A-T5",,"1991-12-28 12:00:00",56,1,26
365,"Pegasus/HAPS | 7 Microsats",40,"1991-07-21 17:33:00",21,1,115
366,"Molniya-M /Block 2BL | Cosmos 1164",,"1980-02-12 00:52:00",28,1,110
367,"Tsyklon-2A | Cosmos 217",,"1968-04-24 16:00:00",28,1,130
368,"Scout X-1 | Explorer 13",,"1961-08-25 18:29:00",38,1,129
369,"SARGE | Launch 3",,"2019-06-29 18:00:00",4,1,57
370,"Molniya-M /Block L | Cosmos 159",,"1967-05-16 21:44:00",28,1,97
371,"Ariane 5 ECA | SES-14/GOLD & Al Yah-3",200,"2018-01-25 22:20:00",13,1,37
372,"Long March 3 | STTW 1 (Dong Fang Hong 2)",,"1984-01-29 12:25:00",56,1,26
373,"GSLV Mk I | GSAT-1",47,"2001-04-18 10:13:00",12,1,85
374,"Vostok-2 | Cosmos 104",,"1966-01-07 08:20:00",28,1,119
375,"Atlas-SLV3 Agena-D | Midas 10",,"1966-06-09 20:15:00",49,1,10
376,"Vostok-2M | Meteor n†­14",,"1970-03-17 11:10:00",28,1,113
377,"Thor DM-21 Agena-B | FTV 2301",,"1962-02-21 18:44:00",33,1,58
378,"Titan IIIC | LES 3 & 4, OV2-3, OSCAR-4",,"1965-12-21 14:00:00",7,1,106
379,"Voskhod | Cosmos 281",,"1969-05-13 09:15:00",28,1,113
380,"Falcon 9 v1.0 | CRS-1",59.5,"2012-10-08 00:35:00",15,1,127
381,"Rokot/Briz KM | Cosmos 2470",41.8,"2011-02-01 14:00:00",55,1,120
382,"Pegasus/HAPS | STEP-2",40,"1994-05-19 17:03:00",21,1,115
383,"Cosmos-3M (11K65M) | Cosmos 2321",,"1995-10-06 03:23:00",55,1,132
384,"Atlas-SLV3D Centaur-D1AR | FLTSATCOM-5",,"1981-08-06 08:16:00",49,1,93
385,"Atlas-LV3 Agena-B | Ranger 3",,"1962-01-26 20:30:00",49,1,51
386,"Saturn V | Apollo 6",1160,"1968-04-04 12:00:00",38,1,137
387,"Ariane 5 G | MaqSat-H, TEAMSAT, MaqSat-B, YES",,"1997-10-30 13:43:00",24,1,37
388,"Molniya | Cosmos 96",,"1965-11-23 03:21:00",28,1,119
389,"Thor-DM 18 Able I | Pioneer 1",,"1958-10-11 08:42:00",38,1,36
390,"ASLV | SROSS C",,"1989-05-22 01:40:00",12,1,48
391,"Long March 3A | Chinasat-5",69.7,"1994-11-29 17:02:00",56,1,90
392,"Soyuz ST-B/Fregat-MT | Galileo FOC FM01-FM02",,"2014-08-22 12:27:00",13,1,59
393,"Tsyklon | OGTch 1",,"1966-09-17 22:35:00",28,1,46
394,"Atlas-LV3 Agena-B | Samos 5",,"1961-12-22 19:12:00",49,1,10
395,"Titan 34D | USA-31 (Vortex)",,"1988-09-02 12:05:00",7,1,127
396,"Titan III(23)C | OPS-5960 (IMEWS-1/DSP-1)",,"1970-11-06 10:35:00",7,1,127
397,"Molniya-M /Block 2BL | Cosmos 2084",,"1990-06-21 20:45:00",28,1,15
398,"Proton K/Block D | Cosmos 154",,"1967-04-08 09:00:00",28,1,35
399,"Vostok-2M | Cosmos 542",,"1972-12-28 11:00:00",28,1,110
400,"Atlas-SLV3 Agena-D | ATS-2",,"1967-04-06 03:23:00",49,1,51
401,"GSLV Mk I | INSAT-4CR",47,"2007-09-02 12:51:00",12,1,50
402,"N-I Star-37E | Ayame 1",,"1979-02-06 08:46:00",17,1,30
403,"Proton K/Block D | Zond-4",,"1968-03-02 18:29:00",28,1,35
404,"Molniya-M /Block ML | Cosmos 1423",,"1982-12-08 13:46:00",28,1,97
405,"Rokot/Briz KM | Cosmos 2482 to 2484",41.8,"2013-01-15 16:24:00",55,1,120
406,"Tsyklon-3 | Sich 1M & Micron 1",,"2004-12-24 12:00:00",55,1,134
407,"Voskhod | Cosmos 456",,"1971-11-19 12:00:00",28,1,15
408,"Soyuz U | Cosmos 1068",,"1978-12-26 15:30:00",28,1,110
409,"Titan II GLV | Gemini VIII",,"1966-05-16 16:41:00",38,1,112
410,"Molniya-M /Block 2BL | Cosmos 1783",,"1986-10-03 13:05:00",28,1,113
411,"Vostok | Luna-1",,"1959-01-02 16:41:00",28,1,97
412,"Cosmos-3M (11K65M) | Cosmos 1064",,"1978-12-20 20:43:00",28,1,132
413,"Voskhod | Cosmos 246",,"1968-10-07 12:05:00",28,1,113
414,"Vanguard | Vanguard 3",,"1959-09-18 05:20:00",40,1,3
415,"SLV-3 | Rohini RS-D1",,"1981-05-31 05:00:00",12,1,48
416,"Long March 3B/E | ChinaSat 9A",29.15,"2017-06-18 16:12:00",56,1,90
417,"Atlas-D OV1 | OV1-11/OV1-12/OV1-86",,"1967-07-27 19:00:00",49,1,82
418,"Long March 3 | Chinasat-7",,"1996-08-18 10:27:00",56,1,26
419,"Titan II GLV | Gemini IX-A",,"1966-06-03 13:39:00",38,1,112
420,"Soyuz 2.1v/Volga | Cosmos 2511 and 2512",,"2015-12-05 14:08:00",55,1,110
421,"Cosmos-3M (11K65M) | Cosmos 1228 to 1235",,"1980-12-23 22:48:00",28,1,132
422,"Cosmos-3M (11K65M) | Cosmos 1304",,"1981-12-04 11:06:00",28,1,132
423,"Soyuz M | Cosmos 502",,"1972-07-13 14:30:00",28,1,110
424,"Ariane 5 G | Artemis & BSAT-2b",,"2001-07-12 21:58:00",13,1,37
425,"Tsyklon-3 | Cosmos 2352 to 2357",,"1998-06-15 22:58:00",55,1,89
426,"Zenit-2 | Cosmos 1714",,"1985-12-28 09:16:00",28,1,95
427,"Molniya | Cosmos 27",,"1964-03-27 03:24:00",28,1,97
428,"SARGE | Launch 1",,"2018-08-25 18:15:00",4,1,57
429,"H-II | Kakehashi",,"1998-02-21 07:55:00",17,1,30
430,"Atlas-SLV3C Centaur-D | ATS-4",,"1968-08-10 22:33:00",49,1,93
431,"Juno II | Pioneer 3",,"1958-12-06 05:44:00",16,1,69
432,"Tsyklon | OGTch 2",,"1966-11-02 00:45:00",28,1,46
433,"Soyuz 2.1a/Fregat | Kanopus-V IK & Rideshares",48.5,"2017-07-14 06:36:00",31,1,119
434,"Titan IIIB | OPS 4282",59,"1967-06-20 16:19:00",33,1,7
435,"Atlas-D Mercury | Big Joe 1",,"1959-09-09 08:19:00",38,1,79
436,"Molniya-M /Block VL | Cosmos 167",,"1967-06-17 02:36:00",28,1,97
437,"Atlas-D OV1 | OV1-7/OV1-8",,"1966-07-14 02:10:00",49,1,82
438,"Soyuz U | Cosmos 697",,"1974-12-13 13:30:00",28,1,15
439,"Cosmos-3M (11K65M) | Cosmos 1763",,"1986-07-16 04:21:00",28,1,120
440,"Atlas V 401 | NROL-30 & NOSS-3",109,"2007-06-15 15:11:00",51,1,106
441,"Molniya-M /Block ML | Cosmos 853",,"1976-09-01 03:23:00",28,1,15
442,"VLS-1 | SATEC, UNOSAT",,"2003-08-25 00:00:00",23,3,21
443,"Safir-1B+ | Nahid-1",,"2019-08-29 00:00:00",9,3,105
444,"Falcon 9 Block 3 | AMOS-6",62,"2016-09-01 13:07:00",15,3,127
445,"Soyuz | Soyuz 7K-OK n†­1",,"1966-12-14 11:27:00",28,3,119
446,"Vega | LISA Pathfinder",37,"2015-12-03 04:04:00",13,2,117
447,"H-IIA 204 | Telstar 12 Vantage",,"2015-11-24 06:50:00",17,2,30
448,"New Shepard | NS-2",,"2015-11-23 00:00:00",27,2,118
449,"Ariane 5 ECA | Arabsat 6B, GSAT-15",200,"2015-11-10 21:34:00",13,2,37
450,"Atlas V 401 | GPS IIF-11",109,"2015-10-31 16:13:00",51,2,106
451,"Atlas V 401 | NROL-55",109,"2015-10-08 12:49:00",51,2,10
452,"Atlas V 421 | Morelos-3",123,"2015-10-02 10:28:00",51,2,106
453,"Ariane 5 ECA | NBN Co 1A, ARSAT-2",200,"2015-09-30 20:30:00",13,2,37
454,"PSLV-XL | Astrosat & Rideshares",31,"2015-09-28 04:30:00",12,2,85
455,"Long March 11 | Pujian 1 & Others",5.3,"2015-09-25 00:00:00",56,2,65
456,"Rokot/Briz KM | Cosmos 2507 to 2509",41.8,"2015-09-23 21:59:00",55,2,120
457,"Long March 6 | Demo Flight",,"2015-09-19 23:01:00",56,2,136
458,"Soyuz ST-B/Fregat-MT | Galileo FOC FM05-FM06",,"2015-09-11 02:08:00",13,2,59
459,"Atlas V 551 | MUOS-4",153,"2015-09-02 10:18:00",51,2,106
460,"GSLV Mk II | GSAT-6",47,"2015-08-27 11:22:00",12,2,50
461,"Ariane 5 ECA | Eutelsat 8 West B, Intelsat 34",200,"2015-08-20 20:34:00",13,2,37
462,"H-IIB | HTV-5",112.5,"2015-08-19 11:50:00",17,2,9
463,"Delta IV Medium+ (5,4) | WGS-7",,"2015-07-24 00:07:00",51,2,20
464,"Ariane 5 ECA | Star One C4, MSG-4",200,"2015-07-15 21:42:00",13,2,37
465,"Atlas V 401 | GPS IIF-10",109,"2015-07-15 15:36:00",51,2,106
466,"PSLV-XL | UK-DMC3A/B/C & Rideshares",31,"2015-07-10 16:28:00",12,2,85
467,"Vega | Sentinel-2A",37,"2015-06-23 01:51:00",13,2,117
468,"Ariane 5 ECA | DirecTV-15, Sky Mexico 1",200,"2015-05-27 21:16:00",13,2,37
469,"Atlas V 501 | OTV-4",120,"2015-05-20 15:05:00",51,2,106
470,"New Shepard | NS-1",,"2015-04-29 00:00:00",27,2,118
471,"Falcon 9 v1.1 | Turkmen??lem52E/MonacoSat",56.5,"2015-04-27 23:03:00",15,2,127
472,"Ariane 5 ECA | Thor 7, SICRAL-2",200,"2015-04-26 20:00:00",13,2,37
473,"Falcon 9 v1.1 | CRS-6",56.5,"2015-04-15 20:10:00",15,2,127
474,"Rokot/Briz KM | Cosmos 2504 & Goniets-M 21 to 23",41.8,"2015-03-31 13:47:00",55,2,120
475,"PSLV-XL | IRNSS-1D",31,"2015-03-28 11:49:00",12,2,50
476,"Soyuz ST-B/Fregat-MT | Galileo FOC FM03-FM04",,"2015-03-27 21:46:00",13,2,59
477,"H-IIA 202 | IGS-Optical 5",90,"2015-03-26 01:21:00",17,2,30
478,"Dnepr | KompSat-3A",29,"2015-03-25 22:08:00",30,2,103
479,"Delta IV Medium+ (4,2) | GPS IIF-9",164,"2015-03-25 18:36:00",51,2,20
480,"Atlas V 421 | MMS",123,"2015-03-13 02:44:00",51,2,106
481,"Falcon 9 v1.1 | ABS-3A & EUTELSAT 115 West B",56.5,"2015-03-02 03:50:00",15,2,127
482,"Falcon 9 v1.1 | DSCOVR",56.5,"2015-02-11 23:03:00",15,2,127
483,"Vega | IXV",37,"2015-02-11 13:40:00",13,2,117
484,"Safir-1B+ | Fajr",,"2015-02-02 00:00:00",9,2,105
485,"H-IIA 202 | IGS-Radar 5",90,"2015-02-01 01:21:00",17,2,30
486,"Delta II 7320-10C | SMAP / ELaNa X",,"2015-01-31 14:22:00",51,2,94
487,"Atlas V 551 | MUOS-3",153,"2015-01-21 01:04:00",51,2,106
488,"Falcon 9 v1.1 | CRS-5",56.5,"2015-01-10 09:47:00",15,2,127
489,"Angara A5/Briz-M | Demo Flight",,"2014-12-23 05:57:00",2,2,33
490,"Strela | Kondor-E",,"2014-12-19 04:43:00",55,2,61
491,"N-II Star-37E | Kiku 3",,"1981-02-11 08:30:00",17,2,30
492,"Soyuz ST-B/Fregat-MT | O3b FM09-FM12",,"2014-12-18 18:37:00",13,2,59
493,"GSLV Mk III | Demo Flight (CARE)",62,"2014-12-18 04:00:00",12,2,50
494,"Atlas V 541 | NROL-35",145,"2014-12-13 03:19:00",51,2,10
495,"Ariane 5 ECA | DirecTV-14, GSAT-16",200,"2014-12-06 20:40:00",13,2,37
496,"Delta IV Heavy | EFT-1",350,"2014-12-05 12:05:00",51,2,20
497,"H-IIA 202 | Hayabusa 2 & Others",90,"2014-12-03 04:22:00",17,2,30
498,"Kuaizhou 1 | Kuaizhou 2",,"2014-11-21 06:37:00",42,2,65
499,"Dnepr | Sasuke & Others",29,"2014-11-06 07:35:00",30,2,103
500,"Atlas V 401 | GPS IIF-8",109,"2014-10-29 17:21:00",51,2,106
501,"Ariane 5 ECA | Intelsat 30, ARSAT-1",200,"2014-10-16 21:43:00",13,2,37
502,"PSLV-XL | IRNSS-1C",31,"2014-10-16 20:02:00",12,2,85
503,"H-IIA 202 | Himawari 8",90,"2014-10-07 05:16:00",17,2,30
504,"Falcon 9 v1.1 | CRS-4",56.5,"2014-09-21 05:52:00",15,2,127
505,"Atlas V 401 | CLIO",109,"2014-09-17 00:10:00",51,2,106
506,"Ariane 5 ECA | MEASAT 3b, Optus 10",200,"2014-09-11 22:05:00",13,2,37
507,"Falcon 9 v1.1 | AsiaSat 6",56.5,"2014-09-07 05:00:00",15,2,127
508,"Atlas V 401 | WorldView 3",109,"2014-08-13 18:30:00",51,2,10
509,"Falcon 9 v1.1 | AsiaSat 8",56.5,"2014-08-05 08:00:00",15,2,127
510,"Atlas V 401 | GPS IIF-7",109,"2014-08-02 03:23:00",51,2,106
511,"Ariane 5 ES | Georges Lema??tre ATV",,"2014-07-29 23:47:00",13,2,37
512,"Delta IV Medium+ (4,2) | AFSPC-4",164,"2014-07-28 23:28:00",51,2,20
513,"Falcon 9 v1.1 | OG2 Mission 1",56.5,"2014-07-14 15:15:00",15,2,127
514,"Antares 120 | CRS Orb-2",80,"2014-07-13 16:52:00",21,2,100
515,"Soyuz ST-B/Fregat-MT | O3b FM03/FM06-FM08",,"2014-07-10 18:55:00",13,2,59
516,"Angara 1.2 | Demo Flight",,"2014-07-09 12:00:00",55,2,33
517,"Rokot/Briz KM | Goniets-M 18 to 20",41.8,"2014-07-03 12:43:00",55,2,120
518,"Delta II 7320-10C | OCO-2",,"2014-07-02 09:56:00",51,2,94
519,"PSLV-CA | SPOT-7 & Rideshares",21,"2014-06-30 04:22:00",12,2,85
520,"Dnepr | Deimos 2",29,"2014-06-19 19:11:00",30,2,103
521,"Zenit-3 SL | Eutelsat-3B",,"2014-05-24 21:09:00",52,2,8
522,"H-IIA 202 | Daichi 2, SPROUT & Others",90,"2014-05-24 03:05:00",17,2,30
523,"Rokot/Briz KM | Cosmos 2496 to 2499",41.8,"2014-05-23 05:27:00",55,2,120
524,"Atlas V 401 | NROL-33",109,"2014-05-22 13:09:00",51,2,106
525,"Delta IV Medium+ (4,2) | GPS IIF-6",164,"2014-05-17 00:03:00",51,2,20
526,"Vega | KazEOSat-1",37,"2014-04-30 01:35:00",13,2,117
527,"Falcon 9 v1.1 | CRS-3",56.5,"2014-04-18 19:25:00",15,2,127
528,"Atlas V 541 | NROL-67",145,"2014-04-10 17:45:00",51,2,106
529,"Shavit-2 | Ofek-10",,"2014-04-09 00:00:00",53,2,80
530,"PSLV-XL | IRNSS-1B",31,"2014-04-04 11:44:00",12,2,85
531,"Soyuz ST-A/Fregat-M | Sentinel 1A",,"2014-04-03 21:02:00",13,2,59
532,"Atlas V 401 | DMSP-5D3 F19",109,"2014-04-03 14:46:00",51,2,10
533,"Ariane 5 ECA | Astra 5B, Amazonas 4A",200,"2014-03-22 22:04:00",13,2,37
534,"H-IIA 202 | GPM-Core & Others",90,"2014-02-27 18:37:00",17,2,30
535,"Delta IV Medium+ (4,2) | GPS IIF-5",164,"2014-02-21 01:59:00",51,2,20
536,"Ariane 5 ECA | ABS-2, Athena-Fidus",200,"2014-02-06 21:30:00",13,2,37
537,"Atlas V 401 | TDRS-L",109,"2014-01-24 02:33:00",51,2,106
538,"Antares 120 | CRS Orb-1",80,"2014-01-09 18:07:00",21,2,100
539,"Falcon 9 v1.1 | Thaicom 6",56.5,"2014-01-06 22:06:00",15,2,127
540,"GSLV Mk II | GSAT-14",47,"2014-01-05 10:48:00",12,2,50
541,"Soyuz 2.1v/Volga | Cosmos 2492 and 2493 & AIST-1 1",,"2013-12-28 12:30:00",55,2,110
542,"Rokot/Briz KM | Cosmos 2488 to 2491",41.8,"2013-12-25 00:31:00",55,2,120
543,"Soyuz ST-B/Fregat-MT | Gaia",,"2013-12-19 09:12:00",13,2,59
544,"Atlas V 501 | NROL-39",120,"2013-12-06 07:14:00",51,2,10
545,"Falcon 9 v1.1 | SES-8",56.5,"2013-12-03 22:41:00",15,2,127
546,"Rokot/Briz KM | SWARM",41.8,"2013-11-22 12:02:00",55,2,120
547,"Dnepr | DubaiSat 2 & Others",29,"2013-11-21 07:10:00",30,2,103
548,"Minotaur I | ORS-3",40,"2013-11-20 01:15:00",21,2,71
549,"Atlas V 401 | MAVEN",109,"2013-11-18 18:28:00",51,2,106
550,"PSLV-XL | Mars Orbiter Mission",31,"2013-11-05 09:08:00",12,2,85
551,"Falcon 9 v1.1 | CASSIOPE",56.5,"2013-09-29 16:00:00",15,2,83
552,"Kuaizhou 1 | Kuaizhou 1",,"2013-09-25 04:37:00",42,2,126
553,"Atlas V 531 | AEHF-3",140,"2013-09-18 08:10:00",51,2,106
554,"Epsilon Demo | SPRINT-A",,"2013-09-14 05:00:00",6,2,11
555,"Antares 110 | CRS Orb-D1",80,"2013-09-13 14:58:00",21,2,100
556,"Rokot/Briz KM | Goniets-M 14, 16 and 17",41.8,"2013-09-11 23:23:00",55,2,120
557,"Minotaur V | LADEE",55,"2013-09-07 03:27:00",21,2,71
558,"Zenit-3 SLB | AMOS 4",,"2013-08-31 20:05:00",20,2,95
559,"Ariane 5 ECA | Eutelsat 25B/Es'hail 1, GSAT-7",200,"2013-08-29 20:30:00",13,2,37
560,"Delta IV Heavy | NROL-65",350,"2013-08-28 18:03:00",51,2,87
561,"Dnepr | KompSat-5",29,"2013-08-22 14:39:00",30,2,103
562,"Delta IV Medium+ (5,4) | WGS-6",,"2013-08-08 00:29:00",51,2,20
563,"H-IIB | HTV-4",112.5,"2013-08-03 19:48:00",17,2,9
564,"Ariane 5 ECA | Alphasat I-XL, INSAT-3D",200,"2013-07-25 19:54:00",13,2,37
565,"Atlas V 551 | MUOS-2",153,"2013-07-19 13:00:00",51,2,106
566,"PSLV-XL | IRNSS-1A",31,"2013-07-01 18:11:00",12,2,85
567,"Pegasus XL | IRIS",40,"2013-06-28 02:27:00",21,2,28
568,"Strela | Cosmos 2487",,"2013-06-27 16:53:00",55,2,61
569,"Soyuz ST-B/Fregat-MT | O3b FM01-FM02/FM04-FM05",,"2013-06-25 19:27:00",13,2,59
570,"Long March 2F/G | Shenzhou 10",,"2013-06-11 09:38:00",56,2,32
571,"Ariane 5 ES | Albert Einstein ATV",,"2013-06-05 21:52:00",13,2,37
572,"Delta IV Medium+ (5,4) | WGS-5",,"2013-05-25 00:27:00",51,2,20
573,"Atlas V 401 | GPS IIF-4",109,"2013-05-15 21:38:00",51,2,106
574,"Vega | Proba-V, VNREDSat-1A & ESTCube-1",37,"2013-05-07 02:06:00",13,2,117
575,"Antares 110 | Antares A-ONE",80,"2013-04-21 21:00:00",21,2,100
576,"Atlas V 401 | SBIRS GEO-2",109,"2013-03-19 21:21:00",51,2,106
577,"Falcon 9 v1.0 | CRS-2",59.5,"2013-03-01 15:10:00",15,2,127
578,"PSLV-CA | SARAL & Rideshares",21,"2013-02-25 12:31:00",12,2,85
579,"Atlas V 401 | Landsat 8",109,"2013-02-11 18:02:00",51,2,10
580,"Ariane 5 ECA | Amazonas-3, Azerspace-1 (Africasat-1A)",200,"2013-02-07 21:36:00",13,2,37
581,"Atlas V 401 | TDRS-K",109,"2013-01-31 01:48:00",51,2,106
582,"Naro-1 | STSAT-2C",,"2013-01-30 07:00:00",44,2,62
583,"H-IIA 202 | IGS-Optical 5V & IGS-Radar 4",90,"2013-01-27 04:40:00",17,2,30
584,"Ariane 5 ECA | Skynet 5D, Mexsat-3",200,"2012-12-19 21:49:00",13,2,37
585,"Unha-3 | Kwangmyngsng-3 (Unit 2)",,"2012-12-12 00:49:00",50,2,44
586,"Atlas V 501 | OTV-3",120,"2012-12-11 18:03:00",51,2,106
587,"Zenit-3 SL | Eutelsat-70B",,"2012-12-03 20:43:00",52,2,8
588,"Soyuz ST-A/Fregat | Pl??iades 1B",80,"2012-12-02 02:02:00",13,2,59
589,"Ariane 5 ECA | Eutelsat 21B, Star One C3",200,"2012-11-10 21:05:00",13,2,37
590,"Soyuz ST-B/Fregat-MT | Galileo IOV FM03-FM04",,"2012-10-12 15:15:00",13,2,59
591,"Delta IV Medium+ (4,2) | GPS IIF-3",164,"2012-10-04 12:10:00",51,2,20
592,"Ariane 5 ECA | Astra 2F, GSAT-10",200,"2012-09-28 21:18:00",13,2,37
593,"Atlas V 401 | NROL-36",109,"2012-09-13 21:39:00",51,2,10
594,"PSLV-CA | SPOT-6 & mRESINS & PROITERES",21,"2012-09-09 04:23:00",12,2,85
595,"Atlas V 401 | Van Allen Probes (RBSP)",109,"2012-08-30 08:05:00",51,2,106
596,"Zenit-3 SL | Intelsat-21",,"2012-08-19 06:54:00",52,2,8
597,"Ariane 5 ECA | Intelsat 20, HYLAS 2",200,"2012-08-02 20:54:00",13,2,37
598,"Rokot/Briz KM | Cosmos 2481 & Goniets-M 13 and 15",41.8,"2012-07-28 01:35:00",55,2,120
599,"H-IIB | HTV-3",112.5,"2012-07-21 02:06:00",17,2,9
600,"Ariane 5 ECA | EchoStar XVII, MSG-3",200,"2012-07-05 21:36:00",13,2,37
601,"Delta IV Heavy | NROL-15",350,"2012-06-29 13:15:00",51,2,20
602,"Atlas V 401 | NROL-38",109,"2012-06-20 12:28:00",51,2,106
603,"Long March 2F/G | Shenzhou 9",,"2012-06-16 10:37:00",56,2,32
604,"Pegasus XL | NuSTAR",40,"2012-06-13 16:00:00",21,2,128
605,"Zenit-3 SL | Intelsat-19",,"2012-06-01 05:22:00",52,2,8
606,"Falcon 9 v1.0 | COTS-2+",59.5,"2012-05-22 07:44:00",15,2,127
607,"H-IIA 202 | Shizuku, KOMPSAT 3 & Others",90,"2012-05-17 16:39:00",17,2,30
608,"Ariane 5 ECA | JCSAT-13, Vinasat-2",200,"2012-05-15 22:13:00",13,2,37
609,"Atlas V 531 | AEHF-2",140,"2012-05-04 18:42:00",51,2,106
610,"PSLV-XL | RISAT-1",31,"2012-04-26 00:17:00",12,2,85
611,"PSLV-XL | PSLV- C19 RISAT-1",31,"2012-04-26 00:00:00",12,2,85
612,"Delta IV Medium+ (5,2) | NROL-25",,"2012-04-03 23:12:00",51,2,87
613,"Ariane 5 ES | Edoardo Amaldi ATV",,"2012-03-23 04:34:00",13,2,37
614,"Atlas V 551 | MUOS-1",153,"2012-02-24 22:15:00",51,2,106
615,"Vega | Lares, AlmaSat-1 & 7 cubesats",37,"2012-02-13 10:00:00",24,2,117
616,"Safir-1B | Navid",,"2012-02-03 00:00:00",9,2,105
617,"Delta IV Medium+ (5,4) | WGS-4",,"2012-01-20 00:38:00",51,2,20
618,"Soyuz ST-A/Fregat | Pl??iades 1A, SSOT, Elisa",80,"2011-12-17 02:03:00",13,2,59
619,"H-IIA 202 | IGS-Radar 3",90,"2011-12-12 01:21:00",17,2,30
620,"Atlas V 541 | Mars Science Laboratory",145,"2011-11-26 15:02:00",51,2,106
621,"Zenit-2 FG | Fobos-Grunt & Yinghuo 1",,"2011-11-08 20:16:00",31,2,95
622,"Long March 2F/G | Shenzhou 8",,"2011-10-31 21:58:00",56,2,32
623,"Delta II 7920-10C | Suomi NPP / ELaNa III",,"2011-10-28 09:48:00",51,2,94
